CT.POS,CAMERA.ID,ORIENT,GAIT,DIST,LOIT,TRIGGER,CAPTURE,WATER,AIR,ABS.DIFF
BW,A,P,W,1,0,1,1,9.57,12.48,2.91
BW,BS,P,W,1,0,1,1,9.57,12.48,2.91
BW,BV,P,W,1,0,1,1,9.57,12.48,2.91
C,A,L,W,3,0,1,1,9.57,12.48,2.91
C,BV,L,W,3,0,1,0,9.57,12.48,2.91
C,BS,L,W,3,0,1,1,9.57,12.48,2.91
BL,A,L,W,2,0,1,1,9.57,12.48,2.91
BL,BV,L,W,2,0,1,0,9.57,12.48,2.91
BL,BS,L,W,2,0,1,1,9.57,12.48,2.91
A,A,L,W,7,1,0,NA,9.57,12.48,2.91
A,BV,L,W,7,1,0,NA,9.57,12.48,2.91
A,BS,L,W,7,1,1,1,9.57,12.48,2.91
BL,A,L,W,1,1,1,1,9.57,12.48,2.91
BL,BS,L,W,1,1,1,1,9.57,12.48,2.91
BL,BV,L,W,1,1,1,1,9.57,12.48,2.91
C,A,L,W,3,0,0,NA,9.57,12.48,2.91
C,BS,L,W,3,0,1,1,9.57,12.48,2.91
C,BV,L,W,3,0,1,1,9.57,12.48,2.91
BW,A,P,W,1,1,1,1,9.57,12.48,2.91
BW,BS,P,W,1,1,1,1,9.57,12.48,2.91
BW,BV,P,W,1,1,1,1,9.57,12.48,2.91
C,A,L,W,7,0,0,NA,9.57,12.64,3.07
C,BS,L,W,7,0,0,NA,9.57,12.64,3.07
C,BV,L,W,7,0,0,NA,9.57,12.64,3.07
BL,A,L,W,10,1,0,NA,9.57,12.64,3.07
BL,BS,L,W,10,1,0,NA,9.57,12.64,3.07
BL,BV,L,W,10,1,0,NA,9.57,12.64,3.07
BL,A,L,W,10,0,0,NA,9.57,12.64,3.07
BL,BS,L,W,10,0,0,NA,9.57,12.64,3.07
BL,BV,L,W,10,0,0,NA,9.57,12.64,3.07
A,A,A,W,3,0,0,NA,9.57,12.64,3.07
A,BS,A,W,3,0,0,NA,9.57,12.64,3.07
A,BV,A,W,3,0,0,NA,9.57,12.64,3.07
C,A,L,W,5,0,0,NA,9.57,12.64,3.07
C,BS,L,W,5,0,0,NA,9.57,12.64,3.07
C,BV,L,W,5,0,0,NA,9.57,12.64,3.07
BW,A,L,W,2.5,0,0,NA,9.57,12.64,3.07
BW,BS,L,W,2.5,1,1,1,9.57,12.64,3.07
BW,BV,L,W,2.5,1,1,1,9.57,12.64,3.07
A,A,L,W,1,0,1,0,9.57,12.64,3.07
A,BS,L,W,1,0,0,NA,9.57,12.64,3.07
A,BV,L,W,1,0,1,0,9.57,12.64,3.07
C,A,L,W,7,0,0,NA,9.57,12.64,3.07
C,BS,L,W,7,0,0,NA,9.57,12.64,3.07
C,BV,L,W,7,0,0,NA,9.57,12.64,3.07
A,A,L,W,1,0,1,1,9.57,12.64,3.07
A,BS,L,W,1,1,0,NA,9.57,12.64,3.07
A,BV,L,W,1,1,1,1,9.57,12.64,3.07
A,A,L,W,2.5,1,1,0,9.57,12.64,3.07
A,BS,L,W,2.5,1,1,1,9.57,12.64,3.07
A,BV,L,W,2.5,1,1,1,9.57,12.64,3.07
C,A,L,W,4.5,1,0,NA,9.57,12.64,3.07
C,BS,L,W,4.5,1,0,NA,9.57,12.64,3.07
C,BV,L,W,4.5,1,1,0,9.57,12.64,3.07
A,A,L,T,3,0,1,1,9.67,12.28,2.61
A,BS,L,T,3,0,1,1,9.67,12.28,2.61
A,BV,L,T,3,0,1,1,9.67,12.28,2.61
C,A,L,T,4,0,0,NA,9.67,12.28,2.61
C,BS,L,T,4,0,0,NA,9.67,12.28,2.61
C,BV,L,T,4,0,0,NA,9.67,12.28,2.61
C,A,L,W,7,0,0,NA,9.67,12.28,2.61
C,BS,L,W,7,0,0,NA,9.67,12.28,2.61
C,BV,L,W,7,0,0,NA,9.67,12.28,2.61
C,A,L,W,7,0,0,NA,9.67,12.28,2.61
C,BS,L,W,7,0,0,NA,9.67,12.28,2.61
C,BV,L,W,7,0,0,NA,9.67,12.28,2.61
BL,A,L,W,10,0,0,NA,9.67,12.28,2.61
BL,BS,L,W,10,0,0,NA,9.67,12.28,2.61
BL,BV,L,W,10,0,0,NA,9.67,12.28,2.61
BL,A,L,R,10,0,0,NA,9.77,11.3,1.53
BL,BS,L,R,10,0,0,NA,9.77,11.3,1.53
BL,BV,L,R,10,0,0,NA,9.77,11.3,1.53
A,A,L,W,2,0,1,1,9.77,11.3,1.53
A,BS,L,W,2,0,1,1,9.77,11.3,1.53
A,BV,L,W,2,0,1,0,9.77,11.3,1.53
BL,A,L,W,1,0,1,1,9.77,11.3,1.53
BL,BS,L,W,1,0,1,1,9.77,11.3,1.53
BL,BV,L,W,1,0,1,1,9.77,11.3,1.53
C,A,A,W,NA,1,1,1,9.77,11.3,1.53
C,BS,A,W,NA,1,1,1,9.77,11.3,1.53
C,BV,A,W,NA,1,1,1,9.77,11.3,1.53
BL,A,L,W,1,1,1,1,9.77,11.3,1.53
BL,BS,L,W,1,1,1,1,9.77,11.3,1.53
BL,BV,L,W,1,1,1,1,9.77,11.3,1.53
A,A,L,W,4,0,0,NA,9.77,9.47,0.3
A,BS,L,W,4,0,1,1,9.77,9.47,0.3
A,BV,L,W,4,0,1,1,9.77,9.47,0.3
C,A,L,W,3,0,1,1,9.77,9.47,0.3
C,BS,L,W,3,0,0,NA,9.77,9.47,0.3
C,BV,L,W,3,0,1,1,9.77,9.47,0.3
BW,A,P,W,1,0,1,1,9.77,9.47,0.3
BW,BS,P,W,1,0,1,1,9.77,9.47,0.3
BW,BV,P,W,1,0,1,1,9.77,9.47,0.3
BW,A,A,W,2.5,0,0,NA,9.77,9.47,0.3
BW,BS,A,W,2.5,0,0,NA,9.77,9.47,0.3
BW,BV,A,W,2.5,0,1,1,9.77,9.47,0.3
A,A,L,T,3,0,0,NA,9.77,9.47,0.3
A,BS,L,T,3,0,1,1,9.77,9.47,0.3
A,BV,L,T,3,0,1,0,9.77,9.47,0.3
BW,A,P,T,1,0,0,NA,9.77,9.47,0.3
BW,BS,P,T,1,0,0,NA,9.77,9.47,0.3
BW,BV,P,T,1,0,0,NA,9.77,9.47,0.3
C,A,L,T,3.5,0,0,NA,9.77,9.47,0.3
C,BS,L,T,3.5,0,0,NA,9.77,9.47,0.3
C,BV,L,T,3.5,0,1,0,9.77,9.47,0.3
A,A,L,T,3,0,1,0,9.77,9.27,0.5
A,BS,L,T,3,0,1,1,9.77,9.27,0.5
A,BV,L,T,3,0,0,NA,9.77,9.27,0.5
C,A,L,T,3,0,0,NA,9.77,9.27,0.5
C,BS,L,T,3,0,0,NA,9.77,9.27,0.5
C,BV,L,T,3,0,0,NA,9.77,9.27,0.5
BW,A,A,T,2.5,0,0,NA,9.77,9.27,0.5
BW,BS,A,T,2.5,0,0,NA,9.77,9.27,0.5
BW,BV,A,T,2.5,0,0,NA,9.77,9.27,0.5
BL,A,P,W,1,1,1,NA,9.77,9.27,0.5
BL,BS,P,W,1,1,1,NA,9.77,9.27,0.5
BL,BV,P,W,1,1,0,NA,9.77,9.27,0.5
C,A,L,W,4,0,1,0,9.87,9.39,0.48
C,BS,L,W,4,0,1,1,9.87,9.39,0.48
C,BV,L,W,4,0,1,1,9.87,9.39,0.48
C,A,L,T,2,0,1,0,9.87,9.39,0.48
C,BS,L,T,2,0,0,NA,9.87,9.39,0.48
C,BV,L,T,2,0,1,0,9.87,9.39,0.48
A,A,L,R,5.5,0,1,0,9.87,9.39,0.48
A,BS,L,R,5.5,0,1,0,9.87,9.39,0.48
A,BV,L,R,5.5,0,0,NA,9.87,9.39,0.48
C,A,L,W,2.5,1,0,NA,9.87,9.39,0.48
C,BS,L,W,2.5,1,1,1,9.87,9.39,0.48
C,BV,L,W,2.5,1,1,1,9.87,9.39,0.48
A,A,L,W,4,0,0,NA,9.87,9.39,0.48
A,BS,L,W,4,0,1,1,9.87,9.39,0.48
A,BV,L,W,4,0,1,1,9.87,9.39,0.48
BW,A,P,T,1,0,1,1,9.87,9.39,0.48
BW,BS,P,T,1,0,1,1,9.87,9.39,0.48
BW,BV,P,T,1,0,1,1,9.87,9.39,0.48
A,A,L,T,4,0,1,1,9.87,9.39,0.48
A,BS,L,T,4,0,1,0,9.87,9.39,0.48
A,BV,L,T,4,0,0,NA,9.87,9.39,0.48
C,A,L,T,3,0,0,NA,9.87,9.39,0.48
C,BS,L,T,3,0,1,1,9.87,9.39,0.48
C,BV,L,T,3,0,1,0,9.87,9.39,0.48
BW,A,A,W,2.5,0,0,NA,9.87,9.3,0.57
BW,BS,A,W,2.5,0,1,1,9.87,9.3,0.57
BW,BV,A,W,2.5,0,1,0,9.87,9.3,0.57
A,A,L,W,4,0,0,NA,9.87,9.3,0.57
A,BS,L,W,4,0,1,1,9.87,9.3,0.57
A,BV,L,W,4,0,0,NA,9.87,9.3,0.57
C,A,L,W,2.5,0,0,NA,9.87,9.3,0.57
C,BS,L,W,2.5,0,1,1,9.87,9.3,0.57
C,BV,L,W,2.5,0,1,0,9.87,9.3,0.57
BW,A,A,T,2.5,1,0,NA,9.87,9.3,0.57
BW,BS,A,T,2.5,1,0,NA,9.87,9.3,0.57
BW,BV,A,T,2.5,1,0,NA,9.87,9.3,0.57
A,A,L,T,3,0,0,NA,9.87,9.3,0.57
A,BS,L,T,3,0,0,NA,9.87,9.3,0.57
A,BV,L,T,3,0,0,NA,9.87,9.3,0.57
C,A,L,T,3.5,0,0,NA,9.87,9.3,0.57
C,BS,L,T,3.5,0,0,NA,9.87,9.3,0.57
C,BV,L,T,3.5,0,0,NA,9.87,9.3,0.57
A,A,L,T,3,0,1,0,9.87,9.3,0.57
A,BS,L,T,3,0,1,1,9.87,9.3,0.57
A,BV,L,T,3,0,0,NA,9.87,9.3,0.57
C,A,L,T,3.5,0,1,0,9.87,9.3,0.57
C,BS,L,T,3.5,0,0,NA,9.87,9.3,0.57
C,BV,L,T,3.5,0,0,NA,9.87,9.3,0.57
A,A,L,T,3,1,1,1,9.87,9.3,0.57
A,BS,L,T,3,1,0,NA,9.87,9.3,0.57
A,BV,L,T,3,1,0,NA,9.87,9.3,0.57
C,A,L,T,3.5,0,0,NA,9.87,9.3,0.57
C,BS,L,T,3.5,0,0,NA,9.87,9.3,0.57
C,BV,L,T,3.5,0,1,0,9.87,9.3,0.57
A,A,L,R,4,0,1,0,9.87,11.06,1.19
A,BS,L,R,4,0,1,1,9.87,11.06,1.19
A,BV,L,R,4,0,0,NA,9.87,11.06,1.19
BW,A,P,R,1,0,1,0,9.87,11.06,1.19
BW,BS,P,R,1,0,1,1,9.87,11.06,1.19
BW,BV,P,R,1,0,1,1,9.87,11.06,1.19
A,A,L,R,5.5,0,1,0,9.87,11.06,1.19
A,BS,L,R,5.5,0,0,NA,9.87,11.06,1.19
A,BV,L,R,5.5,0,0,NA,9.87,11.06,1.19
BW,A,A,W,2.5,0,0,NA,9.87,11.06,1.19
BW,BS,A,W,2.5,0,1,1,9.87,11.06,1.19
BW,BV,A,W,2.5,0,0,NA,9.87,11.06,1.19
A,A,L,W,3,1,0,NA,9.87,11.06,1.19
A,BS,L,W,3,1,1,1,9.87,11.06,1.19
A,BV,L,W,3,1,1,1,9.87,11.06,1.19
C,A,L,W,3.5,1,1,1,9.87,11.06,1.19
C,BS,L,W,3.5,1,0,NA,9.87,11.06,1.19
C,BV,L,W,3.5,1,1,1,9.87,11.06,1.19
A,A,L,T,3,0,1,0,9.87,11.06,1.19
A,BS,L,T,3,0,1,1,9.87,11.06,1.19
A,BV,L,T,3,0,1,0,9.87,11.06,1.19
BW,A,A,W,2.5,0,0,NA,9.87,11.06,1.19
BW,BS,A,W,2.5,0,0,NA,9.87,11.06,1.19
BW,BV,A,W,2.5,0,0,NA,9.87,11.06,1.19
C,A,L,W,1,1,1,0,9.87,11.06,1.19
C,BS,L,W,1,1,0,NA,9.87,11.06,1.19
C,BV,L,W,1,1,1,0,9.87,11.06,1.19
A,A,L,W,5.5,1,0,NA,9.87,11.06,1.19
A,BS,L,W,5.5,1,0,NA,9.87,11.06,1.19
A,BV,L,W,5.5,1,0,NA,9.87,11.06,1.19
A,A,L,T,5.5,0,1,0,10.06,12.82,2.76
A,BS,L,T,5.5,0,1,1,10.06,12.82,2.76
A,BV,L,T,5.5,0,1,0,10.06,12.82,2.76
C,A,L,T,1,0,1,0,10.06,12.82,2.76
C,BS,L,T,1,0,1,1,10.06,12.82,2.76
C,BV,L,T,1,0,1,0,10.06,12.82,2.76
BW,A,L,T,2.5,0,0,NA,9.08,6.72,2.36
BW,BS,L,T,2.5,0,0,NA,9.08,6.72,2.36
BW,BV,L,T,2.5,0,0,NA,9.08,6.72,2.36
A,A,A,W,2.5,1,1,1,9.08,6.72,2.36
A,BS,A,W,2.5,1,0,NA,9.08,6.72,2.36
A,BV,A,W,2.5,1,1,1,9.08,6.72,2.36
C,A,L,W,5.5,0,1,1,9.08,6.72,2.36
C,BS,L,W,5.5,0,1,1,9.08,6.72,2.36
C,BV,L,W,5.5,0,1,1,9.08,6.72,2.36
BW,A,A,W,2.5,1,0,NA,9.28,6.72,2.56
BW,BS,A,W,2.5,1,0,NA,9.28,6.72,2.56
BW,BV,A,W,2.5,1,0,NA,9.28,6.72,2.56
A,A,L,W,3.5,1,1,1,9.28,6.72,2.56
A,BS,L,W,3.5,1,1,1,9.28,6.72,2.56
A,BV,L,W,3.5,1,1,1,9.28,6.72,2.56
C,A,L,W,3.5,1,1,1,9.28,6.72,2.56
C,BS,L,W,3.5,1,0,NA,9.28,6.72,2.56
C,BV,L,W,3.5,1,1,1,9.28,6.72,2.56
C,A,L,W,7,0,0,NA,9.28,9.49,0.21
C,BS,L,W,7,0,0,NA,9.28,9.49,0.21
C,BV,L,W,7,0,0,NA,9.28,9.49,0.21
BL,A,L,W,1,0,1,1,9.28,9.49,0.21
BL,BS,L,W,1,0,1,1,9.28,9.49,0.21
BL,BV,L,W,1,0,1,0,9.28,9.49,0.21
BW,A,P,W,1,0,1,0,9.28,9.49,0.21
BW,BS,P,W,1,0,0,NA,9.28,9.49,0.21
BW,BV,P,W,1,0,0,NA,9.28,9.49,0.21
C,A,L,W,7,0,0,NA,9.28,9.49,0.21
C,BS,L,W,7,0,0,NA,9.28,9.49,0.21
C,BV,L,W,7,0,0,NA,9.28,9.49,0.21
A,A,L,W,3,1,1,1,9.37,9.49,0.12
A,BS,L,W,3,1,0,NA,9.37,9.49,0.12
A,BV,L,W,3,1,1,1,9.37,9.49,0.12
C,A,L,W,3.5,1,0,NA,9.37,9.49,0.12
C,BS,L,W,3.5,1,0,NA,9.37,9.49,0.12
C,BV,L,W,3.5,1,1,1,9.37,9.49,0.12
BW,A,A,T,2.5,1,0,NA,9.37,9.49,0.12
BW,BS,A,T,2.5,1,0,NA,9.37,9.49,0.12
BW,BV,A,T,2.5,1,0,NA,9.37,9.49,0.12
C,A,L,T,3.5,1,0,NA,9.37,9.49,0.12
C,BS,L,T,3.5,1,0,NA,9.37,9.49,0.12
C,BV,L,T,3.5,1,1,1,9.37,9.49,0.12
BL,A,L,W,1,1,1,1,9.28,8.21,1.07
BL,BS,L,W,1,1,1,1,9.28,8.21,1.07
BL,BV,L,W,1,1,1,1,9.28,8.21,1.07
BL,A,A,T,NA,0,1,1,9.28,8.21,1.07
BL,BS,A,T,NA,0,1,0,9.28,8.21,1.07
BL,BV,A,T,NA,0,1,0,9.28,8.21,1.07
A,A,L,W,7,1,0,NA,9.28,8.21,1.07
A,BS,L,W,7,1,1,1,9.28,8.21,1.07
A,BV,L,W,7,1,0,NA,9.28,8.21,1.07
BW,A,A,T,2.5,0,1,0,9.08,5.97,3.11
BW,BS,A,T,2.5,0,0,NA,9.08,5.97,3.11
BW,BV,A,T,2.5,0,0,NA,9.08,5.97,3.11
A,A,L,T,3,1,1,1,9.08,5.97,3.11
A,BS,L,T,3,1,1,1,9.08,5.97,3.11
A,BV,L,T,3,1,1,1,9.08,5.97,3.11
C,A,L,T,3.5,1,1,0,9.08,5.97,3.11
C,BS,L,T,3.5,1,0,NA,9.08,5.97,3.11
C,BV,L,T,3.5,1,1,1,9.08,5.97,3.11
C,A,L,W,8,0,0,NA,9.08,5.97,3.11
C,BS,L,W,8,0,0,NA,9.08,5.97,3.11
C,BV,L,W,8,0,0,NA,9.08,5.97,3.11
A,A,P,W,1,0,1,1,9.08,5.97,3.11
A,BS,P,W,1,0,1,1,9.08,5.97,3.11
A,BV,P,W,1,0,1,1,9.08,5.97,3.11
A,A,L,W,4,0,1,1,9.08,5.97,3.11
A,BS,L,W,4,0,1,1,9.08,5.97,3.11
A,BV,L,W,4,0,1,0,9.08,5.97,3.11
C,A,L,W,2.5,0,0,NA,9.08,5.97,3.11
C,BS,L,W,2.5,0,1,1,9.08,5.97,3.11
C,BV,L,W,2.5,0,1,0,9.08,5.97,3.11
BW,A,P,W,1,0,1,1,9.08,5.97,3.11
BW,BS,P,W,1,0,1,1,9.08,5.97,3.11
BW,BV,P,W,1,0,1,1,9.08,5.97,3.11
BL,A,L,T,9,0,0,NA,9.87,15.15,5.28
BL,BS,L,T,9,0,0,NA,9.87,15.15,5.28
BL,BV,L,T,9,0,0,NA,9.87,15.15,5.28
A,A,L,T,3,0,0,NA,8.78,2.01,6.77
A,BS,L,T,3,0,0,NA,8.78,2.01,6.77
A,BV,L,T,3,0,1,0,8.78,2.01,6.77
A,A,L,R,11,0,0,NA,9.87,15.15,5.28
A,BS,L,R,11,0,0,NA,9.87,15.15,5.28
A,BV,L,R,11,0,0,NA,9.87,15.15,5.28
C,A,L,T,3.5,0,0,NA,8.78,2.01,6.77
C,BS,L,T,3.5,0,0,NA,8.78,2.01,6.77
C,BV,L,T,3.5,0,1,1,8.78,2.01,6.77
BW,A,L,R,2,0,1,0,9.87,15.15,5.28
BW,BS,L,R,2,0,1,1,9.87,15.15,5.28
BW,BV,L,R,2,0,1,0,9.87,15.15,5.28
BW,A,P,T,1,0,1,1,8.78,2.01,6.77
BW,BS,P,T,1,0,0,NA,8.78,2.01,6.77
BW,BV,P,T,1,0,0,NA,8.78,2.01,6.77
A,A,L,R,4,0,1,0,9.87,15.15,5.28
A,BS,L,R,4,0,0,NA,9.87,15.15,5.28
A,BV,L,R,4,0,0,NA,9.87,15.15,5.28
BL,A,L,W,1,0,1,1,8.28,5.85,2.43
BL,BS,L,W,1,0,1,1,8.28,5.85,2.43
BL,BV,L,W,1,0,1,1,8.28,5.85,2.43
C,A,L,R,3,0,1,0,9.87,15.15,5.28
C,BS,L,R,3,0,0,NA,9.87,15.15,5.28
C,BV,L,R,3,0,0,NA,9.87,15.15,5.28
A,A,L,W,3,0,1,1,8.28,5.85,2.43
A,BS,L,W,3,0,1,1,8.28,5.85,2.43
A,BV,L,W,3,0,1,1,8.28,5.85,2.43
BL,A,L,R,9,1,0,NA,9.87,15.15,5.28
BL,BS,L,R,9,1,0,NA,9.87,15.15,5.28
BL,BV,L,R,9,1,0,NA,9.87,15.15,5.28
C,A,L,W,3.5,0,0,NA,8.28,5.85,2.43
C,BV,L,W,3.5,0,1,1,8.28,5.85,2.43
BW,A,P,W,1,0,0,NA,8.28,5.85,2.43
BW,BS,P,W,1,0,0,NA,8.28,5.85,2.43
BW,BV,P,W,1,0,0,NA,8.28,5.85,2.43
BL,A,L,R,1,0,1,0,8.18,6.9,1.28
BL,BS,L,R,1,0,1,1,8.18,6.9,1.28
BL,BV,L,R,1,0,1,0,8.18,6.9,1.28
A,A,L,W,3,0,1,1,8.18,6.9,1.28
A,BS,L,W,3,0,0,NA,8.18,6.9,1.28
A,BV,L,W,3,0,1,0,8.18,6.9,1.28
C,A,L,W,3.5,0,1,0,8.18,6.9,1.28
C,BV,L,W,3.5,0,0,NA,8.18,6.9,1.28
BL,A,L,W,1,0,1,1,8.28,9.84,1.56
BL,BS,L,W,1,0,1,1,8.28,9.84,1.56
BL,BV,L,W,1,0,1,1,8.28,9.84,1.56
A,A,L,W,2,0,1,1,8.28,9.84,1.56
A,BS,L,W,2,0,0,NA,8.28,9.84,1.56
A,BV,L,W,2,0,1,1,8.28,9.84,1.56
BL,A,L,W,1,0,1,1,8.38,10.84,2.46
BL,BS,L,W,1,0,1,1,8.38,10.84,2.46
BL,BV,L,W,1,0,1,0,8.38,10.84,2.46
BL,A,L,W,1,0,1,1,8.38,10.84,2.46
BL,BS,L,W,1,0,1,1,8.38,10.84,2.46
BL,BV,L,W,1,0,1,1,8.38,10.84,2.46
C,A,L,R,7,0,0,NA,8.38,10.84,2.46
C,BV,L,R,7,0,0,NA,8.38,10.84,2.46
BW,A,A,W,2.5,1,0,NA,8.38,10.84,2.46
BW,BS,A,W,2.5,1,0,NA,8.38,10.84,2.46
BW,BV,A,W,2.5,1,0,NA,8.38,10.84,2.46
A,A,L,W,1,1,1,1,8.38,10.84,2.46
A,BS,L,W,1,1,1,1,8.38,10.84,2.46
A,BV,L,W,1,1,1,1,8.38,10.84,2.46
C,A,L,W,6,1,0,NA,8.38,10.84,2.46
C,BV,L,W,6,1,0,NA,8.38,10.84,2.46
A,A,L,W,3.5,1,1,0,8.38,10.84,2.46
A,BS,L,W,3.5,1,1,1,8.38,10.84,2.46
A,BV,L,W,3.5,1,1,1,8.38,10.84,2.46
C,A,L,W,3.5,1,0,NA,8.38,10.84,2.46
C,BV,L,W,3.5,1,1,1,8.38,10.84,2.46
A,A,L,R,3.5,0,0,NA,8.38,10.84,2.46
A,BS,L,R,3.5,0,1,1,8.38,10.84,2.46
A,BV,L,R,3.5,0,1,0,8.38,10.84,2.46
C,A,L,R,3.5,0,1,0,8.38,10.84,2.46
C,BV,L,R,3.5,0,1,0,8.38,10.84,2.46
A,A,L,W,3.5,1,0,NA,8.38,10.84,2.46
A,BS,L,W,3.5,1,1,1,8.38,10.84,2.46
A,BV,L,W,3.5,1,1,0,8.38,10.84,2.46
C,A,L,W,3.5,1,0,NA,8.38,10.84,2.46
C,BV,L,W,3.5,1,1,1,8.38,10.84,2.46
A,A,L,T,3.5,0,1,0,8.48,12.03,3.55
A,BS,L,T,3.5,0,1,1,8.48,12.03,3.55
A,BV,L,T,3.5,0,1,0,8.48,12.03,3.55
BW,A,P,T,1,0,1,1,8.48,12.03,3.55
BW,BS,P,T,1,0,0,NA,8.48,12.03,3.55
BW,BV,P,T,1,0,0,NA,8.48,12.03,3.55
C,A,L,T,3.5,0,1,0,8.48,12.03,3.55
C,BV,L,T,3.5,0,1,1,8.48,12.03,3.55
BL,A,L,W,1,1,1,1,8.48,12.03,3.55
BL,BS,L,W,1,1,1,1,8.48,12.03,3.55
BL,BV,L,W,1,1,1,1,8.48,12.03,3.55
BW,A,A,T,2.5,0,0,NA,8.48,12.03,3.55
BW,BS,A,T,2.5,0,0,NA,8.48,12.03,3.55
BW,BV,A,T,2.5,0,0,NA,8.48,12.03,3.55
BW,A,A,R,2.5,0,0,NA,8.58,12.27,3.69
BW,BS,A,R,2.5,0,0,NA,8.58,12.27,3.69
BW,BV,A,R,2.5,0,0,NA,8.58,12.27,3.69
A,A,L,R,3.5,0,1,0,8.58,12.27,3.69
A,BS,L,R,3.5,0,0,NA,8.58,12.27,3.69
A,BV,L,R,3.5,0,0,NA,8.58,12.27,3.69
C,A,L,R,3.5,0,0,NA,8.58,12.27,3.69
C,BV,L,R,3.5,0,0,NA,8.58,12.27,3.69
A,A,L,R,7,0,1,0,8.58,12.27,3.69
A,BS,L,R,7,0,0,NA,8.58,12.27,3.69
A,BV,L,R,7,0,0,NA,8.58,12.27,3.69
BL,A,L,R,5,0,0,NA,8.58,12.27,3.69
BL,BS,L,R,5,0,0,NA,8.58,12.27,3.69
BL,BV,L,R,5,0,0,NA,8.58,12.27,3.69
BW,A,A,W,2.5,0,0,NA,8.58,12.27,3.69
BW,BS,A,W,2.5,0,1,1,8.58,12.27,3.69
BW,BV,A,W,2.5,0,0,NA,8.58,12.27,3.69
A,A,L,W,3.5,0,0,NA,8.58,12.27,3.69
A,BS,L,W,3.5,0,1,1,8.58,12.27,3.69
A,BV,L,W,3.5,0,0,NA,8.58,12.27,3.69
C,A,L,W,3.5,0,0,NA,8.58,12.27,3.69
C,BV,L,W,3.5,0,0,NA,8.58,12.27,3.69
A,A,L,W,1,0,1,NA,8.58,12.27,3.69
A,BS,L,W,1,0,0,NA,8.58,12.27,3.69
A,BV,L,W,1,0,1,0,8.58,12.27,3.69
C,A,L,T,8,0,0,NA,8.68,5.88,2.8
C,BS,L,T,8,0,0,NA,8.68,5.88,2.8
C,BV,L,T,8,0,0,NA,8.68,5.88,2.8
BL,A,L,W,1,1,1,1,8.68,5.88,2.8
BL,BS,L,W,1,1,1,1,8.68,5.88,2.8
BL,BV,L,W,1,1,1,1,8.68,5.88,2.8
BL,A,L,W,1,1,1,1,8.68,5.88,2.8
BL,BS,L,W,1,1,1,1,8.68,5.88,2.8
BL,BV,L,W,1,1,1,1,8.68,5.88,2.8
BL,A,L,W,1,0,1,1,8.68,5.88,2.8
BL,BS,L,W,1,0,1,1,8.68,5.88,2.8
BL,BV,L,W,1,0,1,0,8.68,5.88,2.8
BW,A,P,W,1,0,0,NA,8.68,5.88,2.8
BW,BS,P,W,1,0,0,NA,8.68,5.88,2.8
BW,BV,P,W,1,0,0,NA,8.68,5.88,2.8
BW,A,P,T,1,0,1,1,8.68,5.88,2.8
BW,BS,P,T,1,0,0,NA,8.68,5.88,2.8
BW,BV,P,T,1,0,0,NA,8.68,5.88,2.8
BL,A,L,R,1,0,1,0,8.68,6.63,2.05
BL,BS,L,R,1,0,1,1,8.68,6.63,2.05
BL,BV,L,R,1,0,1,0,8.68,6.63,2.05
A,A,L,W,1,0,0,NA,8.68,6.63,2.05
A,BS,L,W,1,0,0,NA,8.68,6.63,2.05
A,BV,L,W,1,0,0,NA,8.68,6.63,2.05
BL,A,L,W,1,0,1,1,8.68,8.16,0.52
BL,BS,L,W,1,0,1,1,8.68,8.16,0.52
BL,BV,L,W,1,0,1,1,8.68,8.16,0.52
BW,A,A,W,2.5,1,0,NA,8.68,8.16,0.52
BW,BS,A,W,2.5,1,0,NA,8.68,8.16,0.52
BW,BV,A,W,2.5,1,0,NA,8.68,8.16,0.52
A,A,L,W,3,0,1,0,8.68,8.16,0.52
A,BS,L,W,3,0,0,NA,8.68,8.16,0.52
A,BV,L,W,3,0,1,0,8.68,8.16,0.52
BW,A,P,T,1,0,1,1,8.68,8.16,0.52
BW,BS,P,T,1,0,0,NA,8.68,8.16,0.52
BW,BV,P,T,1,0,0,NA,8.68,8.16,0.52
BW,A,A,W,2.5,1,0,NA,8.68,8.16,0.52
BW,BS,A,W,2.5,1,0,NA,8.68,8.16,0.52
BW,BV,A,W,2.5,1,0,NA,8.68,8.16,0.52
A,A,L,W,3,0,0,NA,8.68,8.16,0.52
A,BS,L,W,3,0,1,1,8.68,8.16,0.52
A,BV,L,W,3,0,1,1,8.68,8.16,0.52
C,A,L,W,3.5,0,0,NA,8.68,8.16,0.52
C,BS,L,W,3.5,0,0,NA,8.68,8.16,0.52
C,BV,L,W,3.5,0,1,1,8.68,8.16,0.52
A,A,L,R,3,0,1,1,8.98,10.23,1.25
A,BS,L,R,3,0,1,1,8.98,10.23,1.25
A,BV,L,R,3,0,0,NA,8.98,10.23,1.25
C,A,L,R,3.5,0,1,0,8.98,10.23,1.25
C,BS,L,R,3.5,0,0,NA,8.98,10.23,1.25
C,BV,L,R,3.5,0,1,0,8.98,10.23,1.25
BW,A,P,R,1,0,0,NA,8.98,10.23,1.25
BW,BS,P,R,1,0,0,NA,8.98,10.23,1.25
BW,BV,P,R,1,0,0,NA,8.98,10.23,1.25
A,A,L,W,2,0,0,NA,9.08,10.82,1.74
A,BS,L,W,2,0,0,NA,9.08,10.82,1.74
